4000
generated by VMD
Ag 12.119914 -0.302582 32.119346
Ag 0.632740 52.635084 -10.037468
Ag 42.752378 49.219751 52.088364
Ag -5.110847 33.850751 34.338126
Ag 6.376327 37.266085 27.681787
Ag 33.179733 35.558418 47.650804
Ag 48.495965 25.312418 -3.381129
Ag -3.196318 38.973751 16.587888
Ag 44.666907 8.235752 60.963483
Ag -18.512550 9.943418 -12.256248
Ag 38.923320 9.943418 7.712769
Ag 35.094262 49.219751 27.681787
Ag 23.607088 3.112752 52.088364
Ag 38.923320 -2.010248 5.493990
Ag 33.179733 -10.548581 -12.256248
Ag 25.521617 35.558418 -10.037468
Ag -7.025376 38.973751 69.838602
Ag 10.205385 32.143085 -10.037468
Ag 23.607088 21.897085 16.587888
Ag 54.239552 49.219751 3.275210
Ag -8.939905 9.943418 14.369109
Ag 48.495965 30.435418 67.619822
Ag 44.666907 35.558418 36.556906
Ag -12.768963 15.066418 34.338126
Ag 19.778030 35.558418 52.088364
Ag 4.461798 1.405085 29.900567
Ag -20.427079 25.312418 -7.818689
Ag -18.512550 8.235752 27.681787
Ag 14.034443 -8.840915 -7.818689
Ag 21.692559 37.266085 65.401042
Ag 31.265204 37.266085 45.432025
Ag 4.461798 47.512084 38.775686
Ag 4.461798 23.604751 52.088364
Ag -18.512550 -2.010248 -7.818689
Ag 12.119914 42.389085 40.994465
Ag 31.265204 -0.302582 3.275210
Ag 29.350675 13.358752 25.463007
Ag -7.025376 -8.840915 67.619822
Ag 6.376327 18.481752 1.056430
Ag 6.376327 -8.840915 63.182262
Ag 44.666907 -7.133248 45.432025
Ag 10.205385 15.066418 74.276161
Ag 6.376327 1.405085 29.900567
Ag 35.094262 6.528085 5.493990
Ag 52.325023 47.512084 18.806668
Ag -12.768963 -2.010248 3.275210
Ag -7.025376 42.389085 9.931549
Ag 0.632740 21.897085 -5.599909
Ag 27.436146 -12.256248 23.244227
Ag -18.512550 45.804418 1.056430
Ag 29.350675 4.820418 29.900567
Ag 44.666907 21.897085 45.432025
Ag 35.094262 50.927418 74.276161
Ag 2.547269 44.096751 32.119346
Ag 42.752378 8.235752 52.088364
Ag 15.948972 33.850751 7.712769
Ag -7.025376 20.189418 -1.162349
Ag 14.034443 11.651085 14.369109
Ag -12.768963 35.558418 14.369109
Ag 37.008791 49.219751 47.650804
Ag 40.837849 42.389085 58.744703
Ag 35.094262 16.774085 54.307144
Ag 48.495965 30.435418 9.931549
Ag 31.265204 1.405085 -10.037468
Ag -7.025376 49.219751 74.276161
Ag 48.495965 50.927418 60.963483
Ag 17.863501 -5.425581 5.493990
Ag -1.281789 18.481752 21.025448
Ag 35.094262 -12.256248 7.712769
Ag 12.119914 37.266085 58.744703
Ag 19.778030 9.943418 23.244227
Ag 10.205385 -8.840915 49.869584
Ag 23.607088 3.112752 67.619822
Ag -16.598021 42.389085 65.401042
Ag 0.632740 25.312418 34.338126
Ag -8.939905 -2.010248 5.493990
Ag 4.461798 54.342751 32.119346
Ag 46.581436 -3.717915 -3.381129
Ag 38.923320 -10.548581 47.650804
Ag 14.034443 49.219751 67.619822
Ag -8.939905 -5.425581 27.681787
Ag -8.939905 20.189418 9.931549
Ag -14.683492 4.820418 3.275210
Ag 15.948972 4.820418 -3.381129
Ag 42.752378 -2.010248 3.275210
Ag 4.461798 4.820418 40.994465
Ag 37.008791 1.405085 12.150329
Ag 40.837849 1.405085 36.556906
Ag -7.025376 -0.302582 74.276161
Ag 21.692559 -12.256248 29.900567
Ag 44.666907 -12.256248 16.587888
Ag -12.768963 -7.133248 60.963483
Ag 8.290856 27.020085 5.493990
Ag 2.547269 4.820418 38.775686
Ag -14.683492 25.312418 47.650804
Ag 14.034443 -8.840915 27.681787
Ag -3.196318 8.235752 58.744703
Ag 52.325023 18.481752 21.025448
Ag -16.598021 -2.010248 -3.381129
Ag -14.683492 18.481752 14.369109
Ag -16.598021 4.820418 7.712769
Ag -7.025376 33.850751 43.213245
Ag -20.427079 6.528085 21.025448
Ag 15.948972 15.066418 -3.381129
Ag 38.923320 27.020085 60.963483
Ag -16.598021 9.943418 21.025448
Ag -12.768963 3.112752 34.338126
Ag -12.768963 50.927418 23.244227
Ag 0.632740 3.112752 67.619822
Ag 54.239552 -8.840915 58.744703
Ag 25.521617 50.927418 23.244227
Ag 10.205385 42.389085 34.338126
Ag 27.436146 38.973751 -7.818689
Ag 42.752378 35.558418 23.244227
Ag 17.863501 27.020085 3.275210
Ag 44.666907 18.481752 -3.381129
Ag 6.376327 -2.010248 52.088364
Ag 50.410494 35.558418 -7.818689
Ag 0.632740 6.528085 -12.256248
Ag 37.008791 -8.840915 5.493990
Ag 27.436146 -0.302582 14.369109
Ag 50.410494 40.681418 74.276161
Ag -18.512550 18.481752 7.712769
Ag 54.239552 47.512084 -1.162349
Ag -8.939905 -5.425581 72.057381
Ag 40.837849 -5.425581 63.182262
Ag 27.436146 18.481752 74.276161
Ag 19.778030 -12.256248 12.150329
Ag 0.632740 -5.425581 25.463007
Ag 31.265204 -5.425581 -3.381129
Ag 19.778030 42.389085 56.525923
Ag 27.436146 15.066418 74.276161
Ag 2.547269 3.112752 7.712769
Ag 8.290856 18.481752 36.556906
Ag -3.196318 49.219751 27.681787
Ag -1.281789 33.850751 18.806668
Ag 29.350675 -5.425581 40.994465
Ag -7.025376 9.943418 67.619822
Ag 14.034443 25.312418 7.712769
Ag 25.521617 21.897085 21.025448
Ag 52.325023 37.266085 38.775686
Ag 40.837849 -0.302582 16.587888
Ag -12.768963 42.389085 -1.162349
Ag 48.495965 40.681418 36.556906
Ag 38.923320 -5.425581 -12.256248
Ag 50.410494 18.481752 52.088364
Ag -8.939905 -2.010248 56.525923
Ag 40.837849 15.066418 -12.256248
Ag 25.521617 50.927418 54.307144
Ag 46.581436 35.558418 65.401042
Ag -14.683492 13.358752 -10.037468
Ag -3.196318 8.235752 69.838602
Ag 40.837849 -8.840915 -10.037468
Ag 37.008791 18.481752 32.119346
Ag -20.427079 54.342751 23.244227
Ag -5.110847 -2.010248 21.025448
Ag 50.410494 16.774085 12.150329
Ag 29.350675 49.219751 69.838602
Ag 0.632740 -8.840915 38.775686
Ag -18.512550 42.389085 43.213245
Ag 21.692559 16.774085 49.869584
Ag -10.854434 20.189418 14.369109
Ag 10.205385 21.897085 16.587888
Ag 12.119914 16.774085 21.025448
Ag 48.495965 1.405085 5.493990
Ag 29.350675 -8.840915 43.213245
Ag 33.179733 30.435418 1.056430
Ag -14.683492 -5.425581 7.712769
Ag 6.376327 30.435418 1.056430
Ag -1.281789 20.189418 -7.818689
Ag 4.461798 52.635084 40.994465
Ag 0.632740 40.681418 38.775686
Ag 19.778030 47.512084 43.213245
Ag -5.110847 28.727751 7.712769
Ag 35.094262 13.358752 23.244227
Ag -8.939905 47.512084 -10.037468
Ag -8.939905 -7.133248 21.025448
Ag -8.939905 32.143085 34.338126
Ag 42.752378 -2.010248 36.556906
Ag 12.119914 38.973751 34.338126
Ag -16.598021 -8.840915 52.088364
Ag 14.034443 -2.010248 -12.256248
Ag -14.683492 54.342751 12.150329
Ag 10.205385 52.635084 74.276161
Ag 21.692559 13.358752 9.931549
Ag 46.581436 -7.133248 5.493990
Ag 46.581436 23.604751 54.307144
Ag 8.290856 49.219751 63.182262
Ag 2.547269 50.927418 16.587888
Ag 8.290856 -10.548581 67.619822
Ag 27.436146 -12.256248 58.744703
Ag 25.521617 42.389085 1.056430
Ag 17.863501 4.820418 23.244227
Ag -12.768963 25.312418 -1.162349
Ag -16.598021 30.435418 25.463007
Ag 40.837849 30.435418 74.276161
Ag 17.863501 33.850751 54.307144
Ag -1.281789 23.604751 9.931549
Ag 44.666907 33.850751 69.838602
Ag 54.239552 20.189418 60.963483
Ag -18.512550 -7.133248 65.401042
Ag 27.436146 33.850751 9.931549
Ag -5.110847 35.558418 -1.162349
Ag -14.683492 -10.548581 9.931549
Ag 48.495965 -10.548581 12.150329
Ag 8.290856 32.143085 34.338126
Ag 37.008791 47.512084 38.775686
Ag 31.265204 -10.548581 -12.256248
Ag 35.094262 23.604751 16.587888
Ag 2.547269 45.804418 1.056430
Ag 6.376327 8.235752 38.775686
Ag 50.410494 11.651085 72.057381
Ag 37.008791 42.389085 -1.162349
Ag 37.008791 6.528085 58.744703
Ag 40.837849 21.897085 1.056430
Ag 8.290856 18.481752 49.869584
Ag 4.461798 8.235752 1.056430
Ag 21.692559 33.850751 67.619822
Ag 35.094262 -3.717915 52.088364
Ag 8.290856 20.189418 23.244227
Ag 29.350675 -7.133248 49.869584
Ag 35.094262 -10.548581 16.587888
Ag -16.598021 52.635084 43.213245
Ag 8.290856 35.558418 5.493990
Ag 40.837849 32.143085 1.056430
Ag -20.427079 18.481752 60.963483
Ag 21.692559 45.804418 36.556906
Ag -7.025376 54.342751 12.150329
Ag -1.281789 42.389085 34.338126
Ag -7.025376 20.189418 18.806668
Ag 52.325023 40.681418 27.681787
Ag 42.752378 40.681418 34.338126
Ag -12.768963 54.342751 69.838602
Ag 27.436146 1.405085 -10.037468
Ag 27.436146 47.512084 47.650804
Ag 50.410494 40.681418 56.525923
Ag 50.410494 23.604751 16.587888
Ag 50.410494 40.681418 58.744703
Ag 46.581436 27.020085 38.775686
Ag -12.768963 -10.548581 -10.037468
Ag -20.427079 16.774085 -12.256248
Ag -8.939905 30.435418 49.869584
Ag 42.752378 6.528085 74.276161
Ag -10.854434 21.897085 -5.599909
Ag 21.692559 21.897085 67.619822
Ag 27.436146 54.342751 32.119346
Ag 31.265204 35.558418 7.712769
Ag -12.768963 -0.302582 -12.256248
Ag 29.350675 45.804418 32.119346
Ag 40.837849 49.219751 74.276161
Ag 50.410494 35.558418 18.806668
Ag 44.666907 32.143085 67.619822
Ag 14.034443 30.435418 63.182262
Ag -10.854434 23.604751 -7.818689
Ag -10.854434 42.389085 49.869584
Ag 42.752378 3.112752 18.806668
Ag 21.692559 -7.133248 12.150329
Ag 33.179733 9.943418 45.432025
Ag 33.179733 11.651085 23.244227
Ag 14.034443 15.066418 -10.037468
Ag -5.110847 -8.840915 18.806668
Ag 15.948972 16.774085 14.369109
Ag 8.290856 16.774085 43.213245
Ag -20.427079 3.112752 45.432025
Ag 40.837849 50.927418 -5.599909
Ag 52.325023 1.405085 21.025448
Ag 2.547269 16.774085 14.369109
Ag 0.632740 50.927418 -5.599909
Ag -14.683492 -0.302582 16.587888
Ag 33.179733 45.804418 69.838602
Ag 52.325023 25.312418 -3.381129
Ag 4.461798 3.112752 -3.381129
Ag 14.034443 -3.717915 16.587888
Ag 12.119914 45.804418 16.587888
Ag 23.607088 18.481752 -12.256248
Ag 48.495965 40.681418 1.056430
Ag 19.778030 52.635084 43.213245
Ag 42.752378 40.681418 -1.162349
Ag -8.939905 11.651085 38.775686
Ag 40.837849 13.358752 7.712769
Ag -5.110847 -5.425581 47.650804
Ag 14.034443 37.266085 40.994465
Ag -1.281789 16.774085 18.806668
Ag 33.179733 45.804418 54.307144
Ag 4.461798 11.651085 69.838602
Ag 35.094262 54.342751 29.900567
Ag 46.581436 20.189418 43.213245
Ag -12.768963 15.066418 -10.037468
Ag 42.752378 9.943418 58.744703
Ag 52.325023 13.358752 23.244227
Ag 17.863501 -0.302582 -3.381129
Ag 52.325023 25.312418 14.369109
Ag -7.025376 -0.302582 43.213245
Ag -7.025376 52.635084 72.057381
Ag 21.692559 -10.548581 21.025448
Ag 25.521617 -8.840915 12.150329
Ag -5.110847 4.820418 43.213245
Ag 27.436146 30.435418 -12.256248
Ag 54.239552 21.897085 65.401042
Ag 23.607088 -2.010248 38.775686
Ag 33.179733 23.604751 34.338126
Ag 38.923320 13.358752 56.525923
Ag 8.290856 23.604751 -1.162349
Ag 44.666907 -3.717915 -12.256248
Ag 40.837849 11.651085 -1.162349
Ag 6.376327 6.528085 40.994465
Ag 0.632740 35.558418 32.119346
Ag 10.205385 20.189418 21.025448
Ag 17.863501 23.604751 74.276161
Ag 6.376327 49.219751 38.775686
Ag -8.939905 28.727751 34.338126
Ag 40.837849 27.020085 12.150329
Ag 0.632740 45.804418 7.712769
Ag 35.094262 38.973751 74.276161
Ag 27.436146 37.266085 -3.381129
Ag 4.461798 4.820418 63.182262
Ag 17.863501 -0.302582 72.057381
Ag 48.495965 -12.256248 38.775686
Ag 4.461798 28.727751 7.712769
Ag 27.436146 9.943418 43.213245
Ag 4.461798 1.405085 16.587888
Ag 0.632740 1.405085 32.119346
Ag 38.923320 21.897085 72.057381
Ag -16.598021 13.358752 12.150329
Ag 0.632740 27.020085 14.369109
Ag 2.547269 -12.256248 63.182262
Ag 50.410494 -2.010248 9.931549
Ag -1.281789 40.681418 63.182262
Ag 50.410494 16.774085 65.401042
Ag -14.683492 -2.010248 25.463007
Ag 6.376327 49.219751 32.119346
Ag 44.666907 6.528085 60.963483
Ag 29.350675 -5.425581 34.338126
Ag -1.281789 44.096751 29.900567
Ag 35.094262 21.897085 60.963483
Ag -7.025376 27.020085 32.119346
Ag 54.239552 8.235752 5.493990
Ag -20.427079 15.066418 23.244227
Ag 14.034443 16.774085 58.744703
Ag 52.325023 -3.717915 18.806668
Ag 54.239552 -0.302582 25.463007
Ag 37.008791 49.219751 14.369109
Ag -5.110847 54.342751 1.056430
Ag -16.598021 44.096751 47.650804
Ag 8.290856 16.774085 56.525923
Ag 17.863501 21.897085 -3.381129
Ag 27.436146 -5.425581 74.276161
Ag 31.265204 49.219751 49.869584
Ag 10.205385 13.358752 52.088364
Ag 37.008791 40.681418 47.650804
Ag 46.581436 23.604751 27.681787
Ag 14.034443 -10.548581 43.213245
Ag 14.034443 45.804418 9.931549
Ag 10.205385 6.528085 45.432025
Ag 14.034443 33.850751 -1.162349
Ag 21.692559 1.405085 -3.381129
Ag 40.837849 4.820418 -1.162349
Ag 33.179733 18.481752 18.806668
Ag -18.512550 30.435418 14.369109
Ag -12.768963 28.727751 -10.037468
Ag 35.094262 4.820418 56.525923
Ag -12.768963 50.927418 12.150329
Ag 6.376327 37.266085 40.994465
Ag 17.863501 21.897085 69.838602
Ag -8.939905 11.651085 74.276161
Ag 15.948972 54.342751 52.088364
Ag 33.179733 -10.548581 7.712769
Ag 4.461798 21.897085 29.900567
Ag 23.607088 32.143085 58.744703
Ag 23.607088 35.558418 36.556906
Ag -3.196318 33.850751 12.150329
Ag 14.034443 -10.548581 23.244227
Ag -20.427079 9.943418 60.963483
Ag 0.632740 6.528085 32.119346
Ag 31.265204 27.020085 49.869584
Ag 19.778030 40.681418 43.213245
Ag -16.598021 -8.840915 -7.818689
Ag -16.598021 -5.425581 45.432025
Ag 14.034443 -10.548581 56.525923
Ag 21.692559 -10.548581 14.369109
Ag 40.837849 40.681418 23.244227
Ag 52.325023 20.189418 69.838602
Ag -8.939905 37.266085 -1.162349
Ag 44.666907 33.850751 -7.818689
Ag 23.607088 52.635084 -10.037468
Ag 42.752378 11.651085 9.931549
Ag 40.837849 6.528085 60.963483
Ag 54.239552 42.389085 38.775686
Ag 17.863501 13.358752 -1.162349
Ag 35.094262 3.112752 69.838602
Ag 31.265204 6.528085 1.056430
Ag 8.290856 54.342751 3.275210
Ag 25.521617 1.405085 -7.818689
Ag 50.410494 33.850751 34.338126
Ag 35.094262 6.528085 67.619822
Ag -16.598021 47.512084 -12.256248
Ag -7.025376 47.512084 -10.037468
Ag 23.607088 11.651085 1.056430
Ag 27.436146 8.235752 34.338126
Ag 23.607088 -10.548581 7.712769
Ag 19.778030 -8.840915 -12.256248
Ag 14.034443 -8.840915 25.463007
Ag -5.110847 38.973751 -1.162349
Ag -5.110847 28.727751 65.401042
Ag 12.119914 8.235752 36.556906
Ag -14.683492 -2.010248 74.276161
Ag -14.683492 11.651085 65.401042
Ag 40.837849 54.342751 7.712769
Ag 33.179733 38.973751 16.587888
Ag 2.547269 45.804418 52.088364
Ag 14.034443 45.804418 38.775686
Ag 29.350675 38.973751 7.712769
Ag -5.110847 49.219751 12.150329
Ag -12.768963 1.405085 23.244227
Ag -18.512550 54.342751 54.307144
Ag -3.196318 -3.717915 49.869584
Ag 42.752378 15.066418 47.650804
Ag 23.607088 49.219751 3.275210
Ag 27.436146 -7.133248 7.712769
Ag 25.521617 9.943418 23.244227
Ag 4.461798 -3.717915 27.681787
Ag 17.863501 -7.133248 52.088364
Ag -3.196318 33.850751 1.056430
Ag 33.179733 -7.133248 12.150329
Ag 12.119914 8.235752 5.493990
Ag 35.094262 -7.133248 63.182262
Ag -10.854434 -0.302582 9.931549
Ag -3.196318 15.066418 67.619822
Ag 14.034443 33.850751 -7.818689
Ag 46.581436 -5.425581 60.963483
Ag 14.034443 6.528085 38.775686
Ag 42.752378 23.604751 16.587888
Ag 4.461798 38.973751 36.556906
Ag -12.768963 1.405085 18.806668
Ag -5.110847 35.558418 7.712769
Ag 23.607088 -8.840915 -12.256248
Ag 8.290856 13.358752 29.900567
Ag 2.547269 16.774085 9.931549
Ag 6.376327 -10.548581 56.525923
Ag -20.427079 50.927418 45.432025
Ag -12.768963 -7.133248 54.307144
Ag 52.325023 52.635084 47.650804
Ag 52.325023 44.096751 58.744703
Ag 37.008791 50.927418 14.369109
Ag -10.854434 -5.425581 3.275210
Ag 14.034443 33.850751 47.650804
Ag 52.325023 -8.840915 36.556906
Ag -20.427079 11.651085 45.432025
Ag 0.632740 21.897085 36.556906
Ag -8.939905 54.342751 14.369109
Ag -18.512550 32.143085 -5.599909
Ag 38.923320 32.143085 56.525923
Ag 21.692559 9.943418 56.525923
Ag -8.939905 -12.256248 16.587888
Ag 46.581436 40.681418 16.587888
Ag -1.281789 50.927418 60.963483
Ag 12.119914 21.897085 49.869584
Ag 6.376327 25.312418 45.432025
Ag -16.598021 21.897085 25.463007
Ag -12.768963 18.481752 72.057381
Ag 8.290856 -0.302582 69.838602
Ag 38.923320 25.312418 9.931549
Ag -14.683492 33.850751 74.276161
Ag 17.863501 54.342751 34.338126
Ag 2.547269 27.020085 32.119346
Ag 23.607088 33.850751 -3.381129
Ag 23.607088 25.312418 65.401042
Ag 23.607088 37.266085 -3.381129
Ag -14.683492 40.681418 7.712769
Ag 23.607088 50.927418 67.619822
Ag -18.512550 13.358752 -3.381129
Ag 42.752378 -0.302582 1.056430
Ag 35.094262 30.435418 -12.256248
Ag 14.034443 9.943418 49.869584
Ag 35.094262 -8.840915 29.900567
Ag 31.265204 6.528085 14.369109
Ag 12.119914 -0.302582 63.182262
Ag -8.939905 16.774085 65.401042
Ag -20.427079 -10.548581 23.244227
Ag 54.239552 28.727751 -10.037468
Ag 21.692559 38.973751 1.056430
Ag 25.521617 54.342751 52.088364
Ag 48.495965 3.112752 -5.599909
Ag 37.008791 16.774085 -7.818689
Ag 21.692559 42.389085 18.806668
Ag -8.939905 27.020085 36.556906
Ag 46.581436 40.681418 32.119346
Ag 29.350675 30.435418 43.213245
Ag 37.008791 30.435418 69.838602
Ag 19.778030 42.389085 43.213245
Ag 38.923320 18.481752 29.900567
Ag 17.863501 50.927418 27.681787
Ag -10.854434 21.897085 74.276161
Ag 27.436146 -3.717915 56.525923
Ag 29.350675 16.774085 67.619822
Ag 38.923320 49.219751 -1.162349
Ag 17.863501 27.020085 21.025448
Ag 50.410494 27.020085 -10.037468
Ag 52.325023 45.804418 72.057381
Ag 8.290856 -5.425581 -12.256248
Ag -16.598021 21.897085 69.838602
Ag 4.461798 3.112752 60.963483
Ag -18.512550 1.405085 14.369109
Ag 52.325023 21.897085 47.650804
Ag 25.521617 20.189418 23.244227
Ag 33.179733 6.528085 65.401042
Ag 10.205385 -0.302582 38.775686
Ag 25.521617 42.389085 58.744703
Ag 25.521617 -7.133248 12.150329
Ag 10.205385 32.143085 54.307144
Ag 12.119914 -7.133248 3.275210
Ag -20.427079 52.635084 74.276161
Ag -3.196318 30.435418 47.650804
Ag -7.025376 38.973751 16.587888
Ag -7.025376 15.066418 12.150329
Ag 21.692559 18.481752 16.587888
Ag 50.410494 30.435418 74.276161
Ag 17.863501 15.066418 7.712769
Ag -18.512550 -3.717915 27.681787
Ag -20.427079 33.850751 52.088364
Ag -10.854434 33.850751 27.681787
Ag 2.547269 49.219751 34.338126
Ag -3.196318 47.512084 56.525923
Ag 48.495965 -12.256248 36.556906
Ag -14.683492 21.897085 -7.818689
Ag 29.350675 47.512084 54.307144
Ag -7.025376 13.358752 43.213245
Ag 2.547269 6.528085 60.963483
Ag 44.666907 9.943418 14.369109
Ag 52.325023 44.096751 63.182262
Ag 35.094262 40.681418 65.401042
Ag 14.034443 11.651085 58.744703
Ag 2.547269 6.528085 32.119346
Ag 4.461798 4.820418 29.900567
Ag 25.521617 32.143085 3.275210
Ag -16.598021 15.066418 32.119346
Ag 19.778030 -2.010248 29.900567
Ag 19.778030 21.897085 45.432025
Ag 12.119914 20.189418 5.493990
Ag 4.461798 15.066418 60.963483
Ag 6.376327 16.774085 23.244227
Ag 38.923320 -10.548581 -7.818689
Ag 17.863501 33.850751 23.244227
Ag 35.094262 21.897085 21.025448
Ag 25.521617 52.635084 60.963483
Ag 44.666907 13.358752 25.463007
Ag 4.461798 -12.256248 67.619822
Ag 4.461798 37.266085 45.432025
Ag -1.281789 35.558418 32.119346
Ag 19.778030 50.927418 14.369109
Ag 31.265204 44.096751 47.650804
Ag 6.376327 13.358752 34.338126
Ag 0.632740 -8.840915 14.369109
Ag -8.939905 47.512084 1.056430
Ag 42.752378 33.850751 18.806668
Ag 46.581436 32.143085 60.963483
Ag -7.025376 37.266085 56.525923
Ag 40.837849 13.358752 9.931549
Ag 25.521617 52.635084 18.806668
Ag 38.923320 33.850751 3.275210
Ag -1.281789 40.681418 -7.818689
Ag 4.461798 -2.010248 12.150329
Ag -18.512550 54.342751 58.744703
Ag 21.692559 47.512084 54.307144
Ag -10.854434 -2.010248 72.057381
Ag 21.692559 37.266085 58.744703
Ag 19.778030 44.096751 14.369109
Ag 12.119914 -12.256248 67.619822
Ag -20.427079 20.189418 32.119346
Ag -20.427079 49.219751 69.838602
Ag 21.692559 30.435418 60.963483
Ag 21.692559 45.804418 -5.599909
Ag 19.778030 25.312418 -5.599909
Ag 33.179733 9.943418 18.806668
Ag 31.265204 35.558418 38.775686
Ag -10.854434 18.481752 27.681787
Ag -5.110847 28.727751 67.619822
Ag -8.939905 -0.302582 47.650804
Ag 8.290856 -0.302582 -10.037468
Ag 42.752378 16.774085 9.931549
Ag 42.752378 -7.133248 56.525923
Ag 38.923320 15.066418 36.556906
Ag 31.265204 37.266085 5.493990
Ag -14.683492 1.405085 -1.162349
Ag -3.196318 9.943418 -7.818689
Ag 12.119914 3.112752 -12.256248
Ag 0.632740 -12.256248 45.432025
Ag 54.239552 -8.840915 65.401042
Ag 31.265204 18.481752 12.150329
Ag 27.436146 -3.717915 47.650804
Ag 48.495965 -10.548581 43.213245
Ag 2.547269 32.143085 14.369109
Ag 17.863501 20.189418 32.119346
Ag 33.179733 40.681418 3.275210
Ag 27.436146 32.143085 7.712769
Ag 14.034443 50.927418 27.681787
Ag 33.179733 52.635084 74.276161
Ag -14.683492 35.558418 47.650804
Ag 33.179733 35.558418 -5.599909
Ag -14.683492 38.973751 45.432025
Ag 0.632740 -2.010248 14.369109
Ag 4.461798 -8.840915 -5.599909
Ag 15.948972 11.651085 16.587888
Ag 10.205385 42.389085 -3.381129
Ag -7.025376 37.266085 21.025448
Ag 37.008791 -0.302582 27.681787
Ag 2.547269 8.235752 -1.162349
Ag 50.410494 18.481752 -1.162349
Ag 52.325023 45.804418 21.025448
Ag 29.350675 49.219751 -10.037468
Ag -18.512550 -0.302582 -3.381129
Ag -12.768963 11.651085 -3.381129
Ag 25.521617 -0.302582 43.213245
Ag 33.179733 47.512084 56.525923
Ag 4.461798 -0.302582 58.744703
Ag 14.034443 33.850751 7.712769
Ag 12.119914 27.020085 49.869584
Ag 50.410494 21.897085 74.276161
Ag 25.521617 -8.840915 21.025448
Ag 8.290856 -12.256248 -1.162349
Ag 27.436146 32.143085 -10.037468
Ag -16.598021 -0.302582 -3.381129
Ag 8.290856 -12.256248 9.931549
Ag 19.778030 52.635084 23.244227
Ag 19.778030 32.143085 5.493990
Ag -14.683492 40.681418 29.900567
Ag 10.205385 54.342751 52.088364
Ag 44.666907 -5.425581 5.493990
Ag 33.179733 -3.717915 40.994465
Ag -12.768963 -12.256248 1.056430
Ag -20.427079 32.143085 45.432025
Ag 33.179733 23.604751 -3.381129
Ag 48.495965 16.774085 -7.818689
Ag -10.854434 -0.302582 16.587888
Ag -7.025376 16.774085 52.088364
Ag 40.837849 4.820418 47.650804
Ag 46.581436 4.820418 5.493990
Ag 14.034443 27.020085 -1.162349
Ag 19.778030 49.219751 23.244227
Ag 42.752378 44.096751 65.401042
Ag 10.205385 23.604751 67.619822
Ag 38.923320 15.066418 52.088364
Ag -14.683492 4.820418 65.401042
Ag -10.854434 28.727751 -1.162349
Ag 37.008791 38.973751 60.963483
Ag 21.692559 40.681418 16.587888
Ag 46.581436 8.235752 67.619822
Ag 38.923320 23.604751 36.556906
Ag 21.692559 32.143085 36.556906
Ag 48.495965 42.389085 67.619822
Ag -1.281789 1.405085 49.869584
Ag -18.512550 23.604751 69.838602
Ag 46.581436 8.235752 5.493990
Ag 31.265204 42.389085 -12.256248
Ag -18.512550 44.096751 60.963483
Ag -5.110847 15.066418 -12.256248
Ag 29.350675 37.266085 52.088364
Ag 46.581436 -3.717915 -5.599909
Ag -16.598021 33.850751 45.432025
Ag 4.461798 16.774085 -1.162349
Ag 27.436146 1.405085 49.869584
Ag 29.350675 16.774085 52.088364
Ag 15.948972 3.112752 27.681787
Ag -12.768963 -5.425581 34.338126
Ag 14.034443 15.066418 34.338126
Ag 29.350675 42.389085 -5.599909
Ag 29.350675 33.850751 74.276161
Ag 4.461798 52.635084 63.182262
Ag 46.581436 45.804418 5.493990
Ag -16.598021 3.112752 -10.037468
Ag 4.461798 13.358752 14.369109
Ag 15.948972 54.342751 -7.818689
Ag -3.196318 52.635084 34.338126
Ag -10.854434 18.481752 38.775686
Ag -1.281789 44.096751 16.587888
Ag 38.923320 -7.133248 9.931549
Ag 23.607088 23.604751 34.338126
Ag 25.521617 35.558418 18.806668
Ag 27.436146 9.943418 52.088364
Ag 42.752378 -3.717915 -5.599909
Ag 12.119914 15.066418 27.681787
Ag 40.837849 30.435418 18.806668
Ag 37.008791 3.112752 -7.818689
Ag -12.768963 38.973751 16.587888
Ag 37.008791 11.651085 47.650804
Ag -14.683492 -12.256248 29.900567
Ag 46.581436 37.266085 9.931549
Ag 35.094262 45.804418 47.650804
Ag 2.547269 -10.548581 67.619822
Ag -7.025376 54.342751 40.994465
Ag 35.094262 -5.425581 -12.256248
Ag 25.521617 49.219751 34.338126
Ag 2.547269 -12.256248 56.525923
Ag 6.376327 45.804418 54.307144
Ag -7.025376 27.020085 -7.818689
Ag 15.948972 -5.425581 16.587888
Ag 6.376327 27.020085 1.056430
Ag 12.119914 6.528085 58.744703
Ag -5.110847 13.358752 47.650804
Ag 2.547269 52.635084 40.994465
Ag 33.179733 -12.256248 23.244227
Ag 6.376327 50.927418 -10.037468
Ag 19.778030 11.651085 -7.818689
Ag 19.778030 42.389085 -7.818689
Ag 35.094262 44.096751 47.650804
Ag -8.939905 -3.717915 72.057381
Ag 25.521617 47.512084 1.056430
Ag 6.376327 38.973751 74.276161
Ag 27.436146 -3.717915 49.869584
Ag 42.752378 3.112752 65.401042
Ag 42.752378 47.512084 54.307144
Ag 38.923320 4.820418 60.963483
Ag 10.205385 -10.548581 45.432025
Ag -14.683492 52.635084 69.838602
Ag 33.179733 -0.302582 12.150329
Ag 17.863501 50.927418 -12.256248
Ag 31.265204 23.604751 54.307144
Ag 15.948972 47.512084 18.806668
Ag 50.410494 30.435418 7.712769
Ag 14.034443 30.435418 72.057381
Ag 44.666907 8.235752 27.681787
